波长	5:30	6:30	7:30	8:30	9:30	10:30	11:30	12:30	13:30	14:30	15:30	16:30	17:30	18:30	19:30
546	1.327108	1.310799667	1.294491333	1.278183	1.35406	1.429937	1.505814	1.581691	1.50387475	1.4260585	1.34824225	1.270426	0.896756667	0.523087333	0.149418
547	1.330569	1.313790333	1.297011667	1.280233	1.35612725	1.4320215	1.50791575	1.58381	1.50537425	1.4269385	1.34850275	1.270067	0.896908	0.523749	0.15059
548	1.332757	1.315875	1.298993	1.282111	1.356065	1.430019	1.503973	1.577927	1.501009	1.424091	1.347173	1.270255	0.897526667	0.524798333	0.15207
549	1.334961	1.317976	1.300991	1.284006	1.35603725	1.4280685	1.50009975	1.572131	1.4967165	1.421302	1.3458875	1.270473	0.898162667	0.525852333	0.153542
550	1.334408	1.317984	1.30156	1.285136	1.35711925	1.4291025	1.50108575	1.573069	1.497756	1.422443	1.34713	1.271817	0.899178667	0.526540333	0.153902
551	1.334222	1.318478	1.302734	1.28699	1.35934625	1.4317025	1.50405875	1.576415	1.50087425	1.4253335	1.34979275	1.274252	0.900883333	0.527514667	0.154146
552	1.331831	1.316565333	1.301299667	1.286034	1.358078	1.430122	1.502166	1.57421	1.4992305	1.424251	1.3492715	1.274292	0.900996	0.5277	0.154404
553	1.329301	1.314319333	1.299337667	1.284356	1.355586	1.426816	1.498046	1.569276	1.49544675	1.4216175	1.34778825	1.273959	0.900933333	0.527907667	0.154882
554	1.328332	1.313433	1.298534	1.283635	1.3542465	1.424858	1.4954695	1.566081	1.49294175	1.4198025	1.34666325	1.273524	0.900833333	0.528142667	0.155452
555	1.328236	1.312828667	1.297421333	1.282014	1.35241675	1.4228195	1.49322225	1.563625	1.4899355	1.416246	1.3425565	1.268867	0.897855333	0.526843667	0.155832
556	1.328186	1.312271	1.296356	1.280441	1.35063775	1.4208345	1.49103125	1.561228	1.4869875	1.412747	1.3385065	1.264266	0.894916333	0.525566667	0.156217
557	1.322051	1.306169667	1.290288333	1.274407	1.3446485	1.41489	1.4851315	1.555373	1.48169925	1.4080255	1.33435175	1.260678	0.892405667	0.524133333	0.155861
558	1.317167	1.301327333	1.285487667	1.269648	1.34003075	1.4104135	1.48079625	1.551179	1.4780425	1.404906	1.3317695	1.258633	0.890973333	0.523313667	0.155654
559	1.314696	1.299278333	1.283860667	1.268443	1.33884125	1.4092395	1.47963775	1.550036	1.47659875	1.4031615	1.32972425	1.256287	0.889356667	0.522426333	0.155496
560	1.312594	1.297796333	1.282998667	1.268201	1.33850825	1.4088155	1.47912275	1.54943	1.47532375	1.4012175	1.32711125	1.253005	0.887091667	0.521178333	0.155265
561	1.308481	1.294083333	1.279685667	1.265288	1.33538125	1.4054745	1.47556775	1.545661	1.47161975	1.3975785	1.32353725	1.249496	0.884552	0.519608	0.154664
562	1.303425	1.289065	1.274705	1.260345	1.3301495	1.399954	1.4697585	1.539563	1.46659825	1.3936335	1.32066875	1.247704	0.883052667	0.518401333	0.15375
563	1.298988	1.284636667	1.270285333	1.255934	1.3255315	1.395129	1.4647265	1.534324	1.46230475	1.3902855	1.31826625	1.246247	0.881785667	0.517324333	0.152863
564	1.297146	1.282619333	1.268092667	1.253566	1.32343625	1.3933065	1.46317675	1.533047	1.4611065	1.389166	1.3172255	1.245285	0.880850333	0.516415667	0.151981
565	1.294976	1.280276333	1.265576667	1.250877	1.32100425	1.3911315	1.46125875	1.531386	1.459542	1.387698	1.315854	1.24401	0.879692667	0.515375333	0.151058
566	1.292862	1.277643667	1.262425333	1.247207	1.31776875	1.3883305	1.45889225	1.529454	1.457151	1.384848	1.312545	1.240242	0.876701667	0.513161333	0.149621
567	1.291223	1.275420333	1.259617667	1.243815	1.3148695	1.385924	1.4569785	1.528033	1.45515	1.382267	1.309384	1.236501	0.873716333	0.510931667	0.148147
568	1.291381	1.275014667	1.258648333	1.242282	1.3140285	1.385775	1.4575215	1.529268	1.455771	1.382274	1.308777	1.23528	0.872576	0.509872	0.147168
569	1.289861	1.272983667	1.256106333	1.239229	1.311637	1.384045	1.456453	1.528861	1.4548945	1.380928	1.3069615	1.232995	0.870728667	0.508462333	0.146196
570	1.288006	1.270995	1.253984	1.236973	1.30932575	1.3816785	1.45403125	1.526384	1.45273775	1.3790915	1.30544525	1.231799	0.869630333	0.507461667	0.145293
571	1.285285	1.268842333	1.252399667	1.235957	1.30691175	1.3778665	1.44882125	1.519776	1.44792825	1.3760805	1.30423275	1.232385	0.869752	0.507119	0.144486
572	1.28311	1.267222	1.251334	1.235446	1.30525025	1.3750545	1.44485875	1.514663	1.4442825	1.373902	1.3035215	1.233141	0.869999333	0.506857667	0.143716
573	1.281188	1.265806333	1.250424667	1.235043	1.3055715	1.3761	1.4466285	1.517157	1.4456505	1.374144	1.3026375	1.231131	0.868335667	0.505540333	0.142745
574	1.278827	1.263951333	1.249075667	1.2342	1.3054195	1.376639	1.4478585	1.519078	1.44648375	1.3738895	1.30129525	1.228701	0.866378667	0.504056333	0.141734
575	1.277499	1.262568667	1.247638333	1.232708	1.30387975	1.3750515	1.44622325	1.517395	1.44522025	1.3730455	1.30087075	1.228696	0.866328667	0.503961333	0.141594
576	1.278292	1.263194333	1.248096667	1.232999	1.30411425	1.3752295	1.44634475	1.51746	1.44583575	1.3742115	1.30258725	1.230963	0.867912	0.504861	0.14181
577	1.280755	1.265636667	1.250518333	1.2354	1.306488	1.377576	1.448664	1.519752	1.44794125	1.3761305	1.30431975	1.232509	0.869560333	0.506611667	0.143663
578	1.283175	1.268136333	1.253097667	1.238059	1.30908025	1.3801015	1.45112275	1.522144	1.44976575	1.3773875	1.30500925	1.232631	0.870544	0.508457	0.14637
579	1.284945	1.269840667	1.254736333	1.239632	1.3105095	1.381387	1.4522645	1.523142	1.4509325	1.378723	1.3065135	1.234304	0.872505667	0.510707333	0.148909
580	1.286823	1.271420333	1.256017667	1.240615	1.31129025	1.3819655	1.45264075	1.523316	1.45232975	1.3813435	1.31035725	1.239371	0.876690333	0.514009667	0.151329
581	1.288477	1.272817667	1.257158333	1.241499	1.3118865	1.382274	1.4526615	1.523049	1.45307875	1.3831085	1.31313825	1.243168	0.880034667	0.516901333	0.153768
582	1.292502	1.276741	1.26098	1.245219	1.31509625	1.3849735	1.45485075	1.524728	1.454608	1.384488	1.314368	1.244248	0.881739	0.51923	0.156721
583	1.296689	1.280824333	1.264959667	1.249095	1.31846725	1.3878395	1.45721175	1.526584	1.4563055	1.386027	1.3157485	1.24547	0.883548	0.521626	0.159704
584	1.294012	1.27828	1.262548	1.246816	1.31560025	1.3843845	1.45316875	1.521953	1.45229625	1.3826395	1.31298275	1.243326	0.882326	0.521326	0.160326
585	1.290821	1.275235667	1.259650333	1.244065	1.312245	1.380425	1.448605	1.516785	1.44779775	1.3788105	1.30982325	1.240836	0.880830333	0.520824667	0.160819
586	1.281385	1.266663	1.251941	1.237219	1.3054755	1.373732	1.4419885	1.510245	1.4405725	1.3709	1.3012275	1.231555	0.874478333	0.517401667	0.160325
587	1.271727	1.258101667	1.244476333	1.230851	1.299529	1.368207	1.436885	1.505563	1.434618	1.363673	1.292728	1.221783	0.867768333	0.513753667	0.159739
588	1.264205	1.250697	1.237189	1.223681	1.29228575	1.3608905	1.42949525	1.4981	1.42741425	1.3567285	1.28604275	1.215357	0.863141	0.510925	0.158709
589	1.256697	1.242478	1.228259	1.21404	1.282043	1.350046	1.418049	1.486052	1.4170535	1.348055	1.2790565	1.210058	0.859060333	0.508062667	0.157065
590	1.249295	1.234720667	1.220146333	1.205572	1.273393	1.341214	1.409035	1.476856	1.4089275	1.340999	1.2730705	1.205142	0.855261667	0.505381333	0.155501
591	1.242745	1.228505333	1.214265667	1.200026	1.268519	1.337012	1.405505	1.473998	1.4058945	1.337791	1.2696875	1.201584	0.852449667	0.503315333	0.154181
592	1.23757	1.22357	1.20957	1.19557	1.26460275	1.3336355	1.40266825	1.471701	1.403377	1.335053	1.266729	1.198405	0.849945333	0.501485667	0.153026
593	1.238708	1.224403667	1.210099333	1.195795	1.26447125	1.3331475	1.40182375	1.4705	1.40180625	1.3331125	1.26441875	1.195725	0.848032333	0.500339667	0.152647
594	1.23965	1.225042333	1.210434667	1.195827	1.26413375	1.3324405	1.40074725	1.469054	1.40000025	1.3309465	1.26189275	1.192839	0.845973333	0.499107667	0.152242
595	1.24136	1.227713667	1.214067333	1.200421	1.26820825	1.3359955	1.40378275	1.47157	1.40270975	1.3338495	1.26498925	1.196129	0.848933667	0.501738333	0.154543
596	1.243882	1.231249333	1.218616667	1.205984	1.27328225	1.3405805	1.40787875	1.475177	1.40649225	1.3378075	1.26912275	1.200438	0.852649667	0.504861333	0.157073
597	1.248094	1.235075333	1.222056667	1.209038	1.27617125	1.3433045	1.41043775	1.477571	1.40879175	1.3400125	1.27123325	1.202454	0.854809	0.507164	0.159519
598	1.251325	1.237537667	1.223750333	1.209963	1.27694475	1.3439265	1.41090825	1.47789	1.40901975	1.3401495	1.27127925	1.202409	0.855525	0.508641	0.161757
599	1.254191	1.240205333	1.226219667	1.212234	1.2788405	1.345447	1.4120535	1.47866	1.41019675	1.3417335	1.27327025	1.204807	0.857792	0.510777	0.163762
600	1.25785	1.244027333	1.230204667	1.216382	1.28252	1.348658	1.414796	1.480934	1.41314975	1.3453655	1.27758125	1.209797	0.861783	0.513769	0.165755
601	1.261128	1.247495667	1.233863333	1.220231	1.285748	1.351265	1.416782	1.482299	1.41522825	1.3481575	1.28108675	1.214016	0.865355	0.516694	0.168033
602	1.261607	1.248224333	1.234841667	1.221459	1.28604325	1.3506275	1.41521175	1.479796	1.4136	1.347404	1.281208	1.215012	0.866795667	0.518579333	0.170363
603	1.262115	1.248855667	1.235596333	1.222337	1.28579425	1.3492515	1.41270875	1.476166	1.41096625	1.3457665	1.28056675	1.215367	0.867816667	0.520266333	0.172716
604	1.265483	1.251984	1.238485	1.224986	1.286937	1.348888	1.410839	1.47279	1.40877	1.34475	1.28073	1.21671	0.869647667	0.522585333	0.175523
605	1.268677	1.255033	1.241389	1.227745	1.28846725	1.3491895	1.40991175	1.470634	1.407567	1.3445	1.281433	1.218366	0.871681333	0.524996667	0.178312
606	1.267443	1.254402333	1.241361667	1.228321	1.289796	1.351271	1.412746	1.474221	1.41052375	1.3468265	1.28312925	1.219432	0.873107333	0.526782667	0.180458
607	1.265867	1.253432333	1.240997667	1.228563	1.2907735	1.352984	1.4151945	1.477405	1.4130955	1.348786	1.2844765	1.220167	0.874296	0.528425	0.182554
608	1.266572	1.253438333	1.240304667	1.227171	1.28894625	1.3507215	1.41249675	1.474272	1.410149	1.346026	1.281903	1.21778	0.873205	0.52863	0.184055
609	1.266786	1.252919	1.239052	1.225185	1.28646025	1.3477355	1.40901075	1.470286	1.406404	1.342522	1.27864	1.214758	0.871654	0.52855	0.185446
610	1.263423	1.249581	1.235739	1.221897	1.28270725	1.3435175	1.40432775	1.465138	1.40207325	1.3390085	1.27594375	1.212879	0.870675667	0.528472333	0.186269
611	1.260071	1.246407	1.232743	1.219079	1.27946975	1.3398605	1.40025125	1.460642	1.39847825	1.3363145	1.27415075	1.211987	0.870353	0.528719	0.187085
612	1.259683	1.245807333	1.231931667	1.218056	1.27743625	1.3368165	1.39619675	1.455577	1.394212	1.332847	1.271482	1.210117	0.869598333	0.529079667	0.188561
613	1.258697	1.244455667	1.230214333	1.215973	1.27399025	1.3320075	1.39002475	1.448042	1.38751825	1.3269945	1.26647075	1.205947	0.867309667	0.528672333	0.190035
614	1.254262	1.240243667	1.226225333	1.212207	1.269989	1.327771	1.385553	1.443335	1.383151	1.322967	1.262783	1.202599	0.865484333	0.528369667	0.191255
615	1.248839	1.235492333	1.222145667	1.208799	1.26732475	1.3258505	1.38437625	1.442902	1.38257475	1.3222475	1.26192025	1.201593	0.865244333	0.528895667	0.192547
616	1.242225	1.229640667	1.217056333	1.204472	1.26311025	1.3217485	1.38038675	1.439025	1.37858425	1.3181435	1.25770275	1.197262	0.862614667	0.527967333	0.19332
617	1.241402	1.229638667	1.217875333	1.206112	1.2643685	1.322625	1.3808815	1.439138	1.378257	1.317376	1.256495	1.195614	0.861934667	0.528255333	0.194576
618	1.24414	1.232635667	1.221131333	1.209627	1.267666	1.325705	1.383744	1.441783	1.3805765	1.31937	1.2581635	1.196957	0.863341	0.529725	0.196109
619	1.246468	1.234009667	1.221551333	1.209093	1.26690575	1.3247185	1.38253125	1.440344	1.37949825	1.3186525	1.25780675	1.196961	0.863603333	0.530245667	0.196888
620	1.246896	1.233793667	1.220691333	1.207589	1.26509575	1.3226025	1.38010925	1.437616	1.3772105	1.316805	1.2563995	1.195994	0.863146667	0.530299333	0.197452
621	1.244582	1.232049333	1.219516667	1.206984	1.264093	1.321202	1.378311	1.43542	1.3755345	1.315649	1.2557635	1.195878	0.863228	0.530578	0.197928
622	1.241812	1.229802667	1.217793333	1.205784	1.26251975	1.3192555	1.37599125	1.432727	1.37332325	1.3139195	1.25451575	1.195112	0.862834	0.530556	0.198278
623	1.238344	1.226300333	1.214256667	1.202213	1.25902975	1.3158465	1.37266325	1.42948	1.36995075	1.3104215	1.25089225	1.191363	0.860208	0.529053	0.197898
624	1.235254	1.223171	1.211088	1.199005	1.25592375	1.3128425	1.36976125	1.42668	1.3670025	1.307325	1.2476475	1.18797	0.857840333	0.527710667	0.197581
625	1.231461	1.219202333	1.206943667	1.194685	1.252094	1.309503	1.366912	1.424321	1.36491275	1.3055045	1.24609625	1.186688	0.856496	0.526304	0.196112
626	1.225065	1.212655	1.200245	1.187835	1.245616	1.303397	1.361178	1.418959	1.35994925	1.3009395	1.24192975	1.18292	0.853353	0.523786	0.194219
627	1.217377	1.204614333	1.191851667	1.179089	1.23635125	1.2936135	1.35087575	1.408138	1.34960325	1.2910685	1.23253375	1.173999	0.846787333	0.519575667	0.192364
628	1.213717	1.200524	1.187331	1.174138	1.2309695	1.287801	1.3446325	1.401464	1.343215	1.284966	1.226717	1.168468	0.842698333	0.516928667	0.191159
629	1.211514	1.198738333	1.185962667	1.173187	1.23019825	1.2872095	1.34422075	1.401232	1.3428505	1.284469	1.2260875	1.167706	0.842307	0.516908	0.191509
630	1.208957	1.196821	1.184685	1.172549	1.2298615	1.287174	1.3444865	1.401799	1.3432125	1.284626	1.2260395	1.167453	0.842348667	0.517244333	0.19214
631	1.213275	1.201638333	1.190001667	1.178365	1.2351415	1.291918	1.3486945	1.405471	1.34717975	1.2888885	1.23059725	1.172306	0.84638	0.520454	0.194528
632	1.214659	1.203515667	1.192372333	1.181229	1.236902	1.292575	1.348248	1.403921	1.346375	1.288829	1.231283	1.173737	0.84805	0.522363	0.196676
633	1.215668	1.203856333	1.192044667	1.180233	1.235972	1.291711	1.34745	1.403189	1.34574	1.288291	1.230842	1.173393	0.848928667	0.524464333	0.2
634	1.219738	1.206604	1.19347	1.180336	1.2369115	1.293487	1.3500625	1.406638	1.348789	1.29094	1.233091	1.175242	0.851665	0.528088	0.204511
635	1.222566	1.209394667	1.196223333	1.183052	1.2390125	1.294973	1.3509335	1.406894	1.34964975	1.2924055	1.23516125	1.177917	0.85489	0.531863	0.208836
636	1.2254	1.213109333	1.200818667	1.188528	1.24286375	1.2971995	1.35153525	1.405871	1.34991725	1.2939635	1.23800975	1.182056	0.859104333	0.536152667	0.213201
637	1.229654	1.217900667	1.206147333	1.194394	1.247607	1.30082	1.354033	1.407246	1.3519785	1.296711	1.2414435	1.186176	0.863407667	0.540639333	0.217871
638	1.231095	1.219597667	1.208100333	1.196603	1.248989	1.301375	1.353761	1.406147	1.35118575	1.2962245	1.24126325	1.186302	0.864886	0.54347	0.222054
639	1.232579	1.22134	1.210101	1.198862	1.25119625	1.3035305	1.35586475	1.408199	1.35296575	1.2977325	1.24249925	1.187266	0.866715333	0.546164667	0.225614
640	1.231934	1.220974667	1.210015333	1.199056	1.25211875	1.3051815	1.35824425	1.411307	1.355249	1.299191	1.243133	1.187075	0.867403667	0.547732333	0.228061
641	1.229706	1.218818333	1.207930667	1.197043	1.250072	1.303101	1.35613	1.409159	1.35350325	1.2978475	1.24219175	1.186536	0.867635667	0.548735333	0.229835
642	1.229279	1.218141667	1.207004333	1.195867	1.24798725	1.3001075	1.35222775	1.404348	1.35060575	1.2968635	1.24312125	1.189379	0.870072	0.550765	0.231458
643	1.224963	1.213926667	1.202890333	1.191854	1.24329275	1.2947315	1.34617025	1.397609	1.345201	1.292793	1.240385	1.187977	0.869213333	0.550449667	0.231686
644	1.218759	1.208369667	1.197980333	1.187591	1.23891975	1.2902485	1.34157725	1.392906	1.3406735	1.288441	1.2362085	1.183976	0.866138	0.5483	0.230462
645	1.216876	1.206610667	1.196345333	1.18608	1.237607	1.289134	1.340661	1.392188	1.3396545	1.287121	1.2345875	1.182054	0.864749667	0.547445333	0.230141
646	1.21546	1.204360333	1.193260667	1.182161	1.23414325	1.2861255	1.33810775	1.39009	1.33667725	1.2832645	1.22985175	1.176439	0.860985	0.545531	0.230077
647	1.209541	1.198365667	1.187190333	1.176015	1.227877	1.279739	1.331601	1.383463	1.3298905	1.276318	1.2227455	1.169173	0.855905	0.542637	0.229369
648	1.203598	1.193940333	1.184282667	1.174625	1.22551725	1.2764095	1.32730175	1.378194	1.325611	1.273028	1.220445	1.167862	0.854952	0.542042	0.229132
649	1.200785	1.191737333	1.182689667	1.173642	1.22418025	1.2747185	1.32525675	1.375795	1.3236585	1.271522	1.2193855	1.167249	0.854618667	0.541988333	0.229358
650	1.200161	1.189453667	1.178746333	1.168039	1.219545	1.271051	1.322557	1.374063	1.321238	1.268413	1.215588	1.162763	0.851719333	0.540675667	0.229632
651	1.196795	1.185117	1.173439	1.161761	1.213761	1.265761	1.317761	1.369761	1.3166275	1.263494	1.2103605	1.157227	0.848070333	0.538913667	0.229757
652	1.188186	1.177384667	1.166583333	1.155782	1.20708675	1.2583915	1.30969625	1.361001	1.30849225	1.2559835	1.20347475	1.150966	0.843942	0.536918	0.229894
653	1.178932	1.168772667	1.158613333	1.148454	1.198916	1.249378	1.29984	1.350302	1.298666	1.24703	1.195394	1.143758	0.839312	0.534866	0.23042
654	1.17252	1.162281667	1.152043333	1.141805	1.19120625	1.2406075	1.29000875	1.33941	1.28914925	1.2388885	1.18862775	1.138367	0.836563667	0.534760333	0.232957
655	1.168408	1.158101667	1.147795333	1.137489	1.1861985	1.234908	1.2836175	1.332327	1.28288475	1.2334425	1.18400025	1.134558	0.834935	0.535312	0.235689
656	1.169941	1.159612	1.149283	1.138954	1.18803175	1.2371095	1.28618725	1.335265	1.28502575	1.2347865	1.18454725	1.134308	0.83575	0.537192	0.238634
657	1.173233	1.162909333	1.152585667	1.142262	1.19148575	1.2407095	1.28993325	1.339157	1.28847425	1.2377915	1.18710875	1.136426	0.83837	0.540314	0.242258
658	1.175626	1.165439	1.155252	1.145065	1.19355	1.242035	1.29052	1.339005	1.28915725	1.2393095	1.18946175	1.139614	0.841908667	0.544203333	0.246498
659	1.179195	1.169010333	1.158825667	1.148641	1.19649225	1.2443435	1.29219475	1.340046	1.290866	1.241686	1.192506	1.143326	0.845835	0.548344	0.250853
660	1.185131	1.174596667	1.164062333	1.153528	1.2009975	1.248467	1.2959365	1.343406	1.29447375	1.2455415	1.19660925	1.147677	0.850229667	0.552782333	0.255335
661	1.191077	1.180509333	1.169941667	1.159374	1.20621775	1.2530615	1.29990525	1.346749	1.2980955	1.249442	1.2007885	1.152135	0.854618667	0.557102333	0.259586
662	1.204281	1.194403667	1.184526333	1.174649	1.220536	1.266423	1.31231	1.358197	1.30960875	1.2610205	1.21243225	1.163844	0.864184333	0.564524667	0.264865
663	1.219295	1.209386	1.199477	1.189568	1.23524025	1.2809125	1.32658475	1.372257	1.323468	1.274679	1.22589	1.177101	0.874889	0.572677	0.270465
664	1.226996	1.215535	1.204074	1.192613	1.239328	1.286043	1.332758	1.379473	1.33032975	1.2811865	1.23204325	1.1829	0.879992	0.577084	0.274176
665	1.228282	1.216287667	1.204293333	1.192299	1.23933575	1.2863725	1.33340925	1.380446	1.331425	1.282404	1.233383	1.184362	0.881868333	0.579374667	0.276881
666	1.226502	1.215826	1.20515	1.194474	1.24080875	1.2871435	1.33347825	1.379813	1.33146425	1.2831155	1.23476675	1.186418	0.884211667	0.582005333	0.279799
667	1.227475	1.217723	1.207971	1.198219	1.2436545	1.28909	1.3345255	1.379961	1.332393	1.284825	1.237257	1.189689	0.887401	0.585113	0.282825
668	1.227144	1.217688	1.208232	1.198776	1.24278725	1.2867985	1.33080975	1.374821	1.3284245	1.282028	1.2356315	1.189235	0.887695333	0.586155667	0.284616
669	1.22359	1.214175333	1.204760667	1.195346	1.238593	1.28184	1.325087	1.368334	1.3227205	1.277107	1.2314935	1.18588	0.885791	0.585702	0.285613
670	1.222391	1.212614	1.202837	1.19306	1.23668525	1.2803105	1.32393575	1.367561	1.32195	1.276339	1.230728	1.185117	0.885788	0.586459	0.28713
671	1.221473	1.211479333	1.201485667	1.191492	1.23542	1.279348	1.323276	1.367204	1.32172625	1.2762485	1.23077075	1.185293	0.886562667	0.587832333	0.289102
672	1.218457	1.208435	1.198413	1.188391	1.232445	1.276499	1.320553	1.364607	1.3195015	1.274396	1.2292905	1.184185	0.886456667	0.588728333	0.291
673	1.218212	1.207956333	1.197700667	1.187445	1.231458	1.275471	1.319484	1.363497	1.31822075	1.2729445	1.22766825	1.182392	0.885744	0.589096	0.292448
674	1.220581	1.209905333	1.199229667	1.188554	1.23237825	1.2762025	1.32002675	1.363851	1.3179095	1.271968	1.2260265	1.180085	0.884562667	0.589040333	0.293518
675	1.219151	1.208471333	1.197791667	1.187112	1.230781	1.27445	1.318119	1.361788	1.315788	1.269788	1.223788	1.177788	0.883357	0.588926	0.294495
676	1.215446	1.205048667	1.194651333	1.184254	1.227804	1.271354	1.314904	1.358454	1.31280525	1.2671565	1.22150775	1.175859	0.882408	0.588957	0.295506
677	1.214057	1.203839333	1.193621667	1.183404	1.227199	1.270994	1.314789	1.358584	1.31302575	1.2674675	1.22190925	1.176351	0.883107	0.589863	0.296619
678	1.212113	1.202036667	1.191960333	1.181884	1.2260475	1.270211	1.3143745	1.358538	1.31300225	1.2674665	1.22193075	1.176395	0.883382	0.590369	0.297356
679	1.210877	1.200872667	1.190868333	1.180864	1.224797	1.26873	1.312663	1.356596	1.31097275	1.2653495	1.21972625	1.174103	0.882123	0.590143	0.298163
680	1.208591	1.198645	1.188699	1.178753	1.22220025	1.2656475	1.30909475	1.352542	1.3068425	1.261143	1.2154435	1.169744	0.879386	0.589028	0.29867
681	1.197439	1.187684667	1.177930333	1.168176	1.21109725	1.2540185	1.29693975	1.339861	1.29548675	1.2511125	1.20673825	1.162364	0.873661333	0.584958667	0.296256
682	1.186684	1.177132667	1.167581333	1.15803	1.20049725	1.2429645	1.28543175	1.327899	1.28507375	1.2422485	1.19942325	1.156598	0.868994667	0.581391333	0.293788
683	1.168871	1.159713333	1.150555667	1.141398	1.18209075	1.2227835	1.26347625	1.304169	1.26220175	1.2202345	1.17826725	1.1363	0.852323667	0.568347333	0.284371
684	1.14877	1.140029667	1.131289333	1.122549	1.1613505	1.200152	1.2389535	1.277755	1.23660125	1.1954475	1.15429375	1.11314	0.833395333	0.553650667	0.273906
685	1.125415	1.116605667	1.107796333	1.098987	1.1402565	1.181526	1.2227955	1.264065	1.22101025	1.1779555	1.13490075	1.091846	0.815342667	0.538839333	0.262336
686	1.104344	1.095381667	1.086419333	1.077457	1.1211365	1.164816	1.2084955	1.252175	1.20740825	1.1626415	1.11787475	1.073108	0.799229667	0.525351333	0.251473
687	1.0875	1.077879	1.068258	1.058637	1.103569	1.148501	1.193433	1.238365	1.19399575	1.1496265	1.10525725	1.060888	0.788383	0.515878	0.243373
688	1.072014	1.061722667	1.051431333	1.04114	1.0871055	1.133071	1.1790365	1.225002	1.1806335	1.136265	1.0918965	1.047528	0.77686	0.506192	0.235524
689	1.0637	1.052674	1.041648	1.030622	1.0770055	1.123389	1.1697725	1.216156	1.17035175	1.1245475	1.07874325	1.032939	0.764989	0.497039	0.229089
690	1.054424	1.043332333	1.032240667	1.021149	1.0679655	1.114782	1.1615985	1.208415	1.1616935	1.114972	1.0682505	1.021529	0.755539333	0.489549667	0.22356
691	1.045619	1.035692333	1.025765667	1.015839	1.06322125	1.1106035	1.15798575	1.205368	1.1585965	1.111825	1.0650535	1.018282	0.752254667	0.486227333	0.2202
692	1.047837	1.038559667	1.029282333	1.020005	1.0685035	1.117002	1.1655005	1.213999	1.1665525	1.119106	1.0716595	1.024213	0.756960667	0.489708333	0.222456
693	1.060983	1.051786667	1.042590333	1.033394	1.08355425	1.1337145	1.18387475	1.234035	1.18528075	1.1365265	1.08777225	1.039018	0.769573667	0.500129333	0.230685
694	1.074303	1.065288667	1.056274333	1.04726	1.0969075	1.146555	1.1962025	1.24585	1.19745075	1.1490515	1.10065225	1.052253	0.781040667	0.509828333	0.238616
695	1.08785	1.079082667	1.070315333	1.061548	1.10927225	1.1569965	1.20472075	1.252445	1.20547875	1.1585125	1.11154625	1.06458	0.791847667	0.519115333	0.246383
696	1.095269	1.085943333	1.076617667	1.067292	1.11522175	1.1631515	1.21108125	1.259011	1.21263275	1.1662545	1.11987625	1.073498	0.79919	0.524882	0.250574
697	1.100113	1.089959667	1.079806333	1.069653	1.11849175	1.1673305	1.21616925	1.265008	1.21895	1.172892	1.126834	1.080776	0.804995	0.529214	0.253433
698	1.099298	1.089486333	1.079674667	1.069863	1.1176315	1.1654	1.2131685	1.260937	1.21553175	1.1701265	1.12472125	1.079316	0.805092333	0.530868667	0.256645
699	1.098973	1.089645667	1.080318333	1.070991	1.1175085	1.164026	1.2105435	1.257061	1.21234875	1.1676365	1.12292425	1.078212	0.805526667	0.532841333	0.260156
700	1.103418	1.094752	1.086086	1.07742	1.12316375	1.1689075	1.21465125	1.260395	1.21711275	1.1738305	1.13054825	1.087266	0.812852667	0.538439333	0.264026
701	1.106799	1.098648667	1.090498333	1.082348	1.127451	1.172554	1.217657	1.26276	1.220371	1.177982	1.135593	1.093204	0.817908333	0.542612667	0.267317
702	1.108237	1.100023	1.091809	1.083595	1.12866	1.173725	1.21879	1.263855	1.2202105	1.176566	1.1329215	1.089277	0.815815	0.542353	0.268891
703	1.108872	1.100383	1.091894	1.083405	1.1283855	1.173366	1.2183465	1.263327	1.219165	1.175003	1.130841	1.086679	0.814608667	0.542538333	0.270468
704	1.110868	1.101723667	1.092579333	1.083435	1.12836325	1.1732915	1.21821975	1.263148	1.21960025	1.1760525	1.13250475	1.088957	0.816878	0.544799	0.27272
705	1.115533	1.105971333	1.096409667	1.086848	1.131321	1.175794	1.220267	1.26474	1.22178775	1.1788355	1.13588325	1.092931	0.820643333	0.548355667	0.276068
706	1.119614	1.109858333	1.100102667	1.090347	1.1339255	1.177504	1.2210825	1.264661	1.2223895	1.180118	1.1378465	1.095575	0.823587667	0.551600333	0.279613
707	1.125259	1.115049333	1.104839667	1.09463	1.13835725	1.1820845	1.22581175	1.269539	1.22706875	1.1845985	1.14212825	1.099658	0.827776	0.555894	0.284012
708	1.130784	1.120034333	1.109284667	1.098535	1.142766	1.186997	1.231228	1.275459	1.23249475	1.1895305	1.14656625	1.103602	0.831911	0.56022	0.288529
709	1.127979	1.118133333	1.108287667	1.098442	1.14211075	1.1857795	1.22944825	1.273117	1.2300225	1.186928	1.1438335	1.100739	0.830392333	0.560045667	0.289699
710	1.121962	1.113047667	1.104133333	1.095219	1.13810975	1.1810005	1.22389125	1.266782	1.2238255	1.180869	1.1379125	1.094956	0.826546667	0.558137333	0.289728
711	1.113249	1.104477667	1.095706333	1.086935	1.12867525	1.1704155	1.21215575	1.253896	1.21224875	1.1706015	1.12895425	1.087307	0.820757333	0.554207667	0.287658
